=== Minecraft Coder Pack 2.12 ===
*** Compiling Minecraft
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/ModelZombie.class]]
[checking net.minecraft.src.ModelSlime]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/ModelSlime.class]]
[checking net.minecraft.src.ModelSpider]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/ModelSpider.class]]
[checking net.minecraft.src.ModelSquid]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/ModelSquid.class]]
[checking net.minecraft.src.ModelWolf]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/ModelWolf.class]]
[checking net.minecraft.src.MovementInputFromOptions]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/MovementInputFromOptions.class]]
[checking net.minecraft.src.MusInputStream]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/MusInputStream.class]]
[checking net.minecraft.src.NBTTagByteArray]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/NBTTagByteArray.class]]
[checking net.minecraft.src.NBTTagByte]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/NBTTagByte.class]]
[checking net.minecraft.src.NBTTagDouble]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/NBTTagDouble.class]]
[checking net.minecraft.src.NBTTagEnd]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/NBTTagEnd.class]]
[checking net.minecraft.src.NBTTagFloat]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/NBTTagFloat.class]]
[checking net.minecraft.src.NBTTagInt]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/NBTTagInt.class]]
[checking net.minecraft.src.NBTTagLong]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/NBTTagLong.class]]
[checking net.minecraft.src.NBTTagShort]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/NBTTagShort.class]]
[checking net.minecraft.src.NBTTagString]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/NBTTagString.class]]
[checking net.minecraft.src.NetworkMasterThread]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/NetworkMasterThread.class]]
[checking net.minecraft.src.NetworkReaderThread]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/NetworkReaderThread.class]]
[checking net.minecraft.src.NetworkWriterThread]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/NetworkWriterThread.class]]
[checking net.minecraft.src.NextTickListEntry]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/NextTickListEntry.class]]
[checking net.minecraft.src.OsMap]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/OsMap.class]]
[checking net.minecraft.src.Packet0KeepAlive]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/Packet0KeepAlive.class]]
[checking net.minecraft.src.Packet11PlayerPosition]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/Packet11PlayerPosition.class]]
[checking net.minecraft.src.Packet12PlayerLook]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/Packet12PlayerLook.class]]
[checking net.minecraft.src.Packet13PlayerLookMove]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/Packet13PlayerLookMove.class]]
[checking net.minecraft.src.Packet31RelEntityMove]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/Packet31RelEntityMove.class]]
[checking net.minecraft.src.Packet32EntityLook]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/Packet32EntityLook.class]]
[checking net.minecraft.src.Packet33RelEntityMoveLook]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/Packet33RelEntityMoveLook.class]]
[checking net.minecraft.src.PacketCounter]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/PacketCounter.class]]
[checking net.minecraft.src.PanelCrashReport]
[loading ZipFileIndexFileObject[/usr/lib/jvm/java-8-openjdk-amd64/lib/ct.sym(META-INF/sym/rt.jar/java/lang/Throwable$PrintStreamOrWriter.class)]]
[loading ZipFileIndexFileObject[/usr/lib/jvm/java-8-openjdk-amd64/lib/ct.sym(META-INF/sym/rt.jar/java/awt/TextArea.class)]]
[loading ZipFileIndexFileObject[/usr/lib/jvm/java-8-openjdk-amd64/lib/ct.sym(META-INF/sym/rt.jar/java/awt/Font.class)]]
[loading ZipFileIndexFileObject[/usr/lib/jvm/java-8-openjdk-amd64/lib/ct.sym(META-INF/sym/rt.jar/java/awt/TextComponent.class)]]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/PanelCrashReport.class]]
[checking net.minecraft.src.Particle]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/Particle.class]]
[checking net.minecraft.src.Pathfinder]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/Pathfinder.class]]
[checking net.minecraft.src.Path]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/Path.class]]
[checking net.minecraft.src.PlayerControllerMP]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/PlayerControllerMP.class]]
[checking net.minecraft.src.PlayerControllerSP]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/PlayerControllerSP.class]]
[checking net.minecraft.src.PlayerControllerTest]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/PlayerControllerTest.class]]
[checking net.minecraft.src.RailLogic]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RailLogic.class]]
[checking net.minecraft.src.RecipesArmor]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RecipesArmor.class]]
[checking net.minecraft.src.RecipesCrafting]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RecipesCrafting.class]]
[checking net.minecraft.src.RecipesDyes]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RecipesDyes.class]]
[checking net.minecraft.src.RecipesFood]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RecipesFood.class]]
[checking net.minecraft.src.RecipesIngots]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RecipesIngots.class]]
[checking net.minecraft.src.RecipeSorter]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RecipeSorter.class]]
[checking net.minecraft.src.RecipesTools]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RecipesTools.class]]
[checking net.minecraft.src.RecipesWeapons]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RecipesWeapons.class]]
[checking net.minecraft.src.RedstoneUpdateInfo]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RedstoneUpdateInfo.class]]
[checking net.minecraft.src.RegionFileCache]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RegionFileCache.class]]
[checking net.minecraft.src.RegionFile]
[loading ZipFileIndexFileObject[/usr/lib/jvm/java-8-openjdk-amd64/lib/ct.sym(META-INF/sym/rt.jar/java/io/ByteArrayInputStream.class)]]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RegionFile.class]]
[checking net.minecraft.src.RegionFileChunkBuffer]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RegionFileChunkBuffer.class]]
[checking net.minecraft.src.RenderArrow]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderArrow.class]]
[checking net.minecraft.src.RenderBiped]
[checking net.minecraft.src.RenderLiving]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderBiped.class]]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderLiving.class]]
[checking net.minecraft.src.RenderBoat]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderBoat.class]]
[checking net.minecraft.src.RenderChicken]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderChicken.class]]
[checking net.minecraft.src.RenderCow]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderCow.class]]
[checking net.minecraft.src.RenderCreeper]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderCreeper.class]]
[checking net.minecraft.src.RenderEntity]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderEntity.class]]
[checking net.minecraft.src.RenderFallingSand]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderFallingSand.class]]
[checking net.minecraft.src.RenderFireball]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderFireball.class]]
[checking net.minecraft.src.RenderFish]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderFish.class]]
[checking net.minecraft.src.RenderGhast]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderGhast.class]]
[checking net.minecraft.src.RenderGiantZombie]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderGiantZombie.class]]
[checking net.minecraft.src.RenderHelper]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderHelper.class]]
[checking net.minecraft.src.RenderLightningBolt]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderLightningBolt.class]]
[checking net.minecraft.src.RenderMinecart]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderMinecart.class]]
[checking net.minecraft.src.RenderPainting]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderPainting.class]]
[checking net.minecraft.src.RenderPig]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderPig.class]]
[checking net.minecraft.src.RenderPlayer]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderPlayer.class]]
[checking net.minecraft.src.RenderSheep]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderSheep.class]]
[checking net.minecraft.src.RenderSlime]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderSlime.class]]
[checking net.minecraft.src.RenderSnowball]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderSnowball.class]]
[checking net.minecraft.src.RenderSorter]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderSorter.class]]
[checking net.minecraft.src.RenderSpider]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderSpider.class]]
[checking net.minecraft.src.RenderSquid]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderSquid.class]]
[checking net.minecraft.src.RenderTNTPrimed]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderTNTPrimed.class]]
[checking net.minecraft.src.RenderWolf]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/RenderWolf.class]]
[checking net.minecraft.src.SaveConverterMcRegion]
[checking net.minecraft.src.SaveFormatOld]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/SaveConverterMcRegion.class]]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/SaveFormatOld.class]]
[checking net.minecraft.src.SaveFormatComparator]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/SaveFormatComparator.class]]
[checking net.minecraft.src.SaveHandler]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/SaveHandler.class]]
[checking net.minecraft.src.SaveHandlerMP]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/SaveHandlerMP.class]]
[checking net.minecraft.src.SaveOldDir]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/SaveOldDir.class]]
[checking net.minecraft.src.ScaledResolution]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/ScaledResolution.class]]
[checking net.minecraft.src.ScreenShotHelper]
[loading ZipFileIndexFileObject[/usr/lib/jvm/java-8-openjdk-amd64/lib/ct.sym(META-INF/sym/rt.jar/javax/imageio/stream/ImageOutputStream.class)]]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/ScreenShotHelper.class]]
[checking net.minecraft.src.ShapedRecipes]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/ShapedRecipes.class]]
[checking net.minecraft.src.ShapelessRecipes]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/ShapelessRecipes.class]]
[checking net.minecraft.src.SignModel]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/SignModel.class]]
[checking net.minecraft.src.SlotArmor]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/SlotArmor.class]]
[checking net.minecraft.src.SlotCrafting]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/SlotCrafting.class]]
[checking net.minecraft.src.SlotFurnace]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/SlotFurnace.class]]
[checking net.minecraft.src.SorterStatsBlock]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/SorterStatsBlock.class]]
[checking net.minecraft.src.SorterStatsItem]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/SorterStatsItem.class]]
[checking net.minecraft.src.SpawnerAnimals]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/SpawnerAnimals.class]]
[checking net.minecraft.src.SpawnListEntry]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/SpawnListEntry.class]]
[checking net.minecraft.src.StatBasic]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/StatBasic.class]]
[checking net.minecraft.src.StatCollector]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/StatCollector.class]]
[checking net.minecraft.src.StringTranslate]
[loading ZipFileIndexFileObject[/usr/lib/jvm/java-8-openjdk-amd64/lib/ct.sym(META-INF/sym/rt.jar/java/util/Hashtable.class)]]
[loading ZipFileIndexFileObject[/usr/lib/jvm/java-8-openjdk-amd64/lib/ct.sym(META-INF/sym/rt.jar/java/util/Dictionary.class)]]
[wrote RegularFileObject[/home/nullexception/Desktop/minecraft/(Storage)-MCP/minecraft1.5b/bin/minecraft/net/minecraft/src/StringTranslate.class]]
